"date","Item","Element","Value"
2018-01-23,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",10.8
2018-01-30,"COCOA - ICE","Smart money net position (% of OI)",-13.4
2018-01-30,"COFFEE C - ICE","Smart money net position (% of OI)",-0.600000000000001
2018-01-30,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-29.9
2018-01-30,"CORN - CBoT","Smart money net position (% of OI)",-14.9
2018-01-30,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-53.8
2018-01-30,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.2
2018-01-30,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-19.9
2018-01-30,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",8.4
2018-01-30,"GOLD - CE","Smart money net position (% of OI)",-33.4
2018-01-30,"LEAN HOGS - CME","Smart money net position (% of OI)",-42.7
2018-01-30,"LIVE CATTLE - CME","Smart money net position (% of OI)",-50.8
2018-01-30,"MILK, Class III - CME","Smart money net position (% of OI)",-11.5
2018-01-30,"NATURAL GAS - NYME","Smart money net position (% of OI)",-4
2018-01-30,"PALLADIUM - NYME","Smart money net position (% of OI)",-46.7
2018-01-30,"PLATINUM - NYME","Smart money net position (% of OI)",-34
2018-01-30,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-42.3
2018-01-30,"ROUGH RICE - CBoT","Smart money net position (% of OI)",2.4
2018-01-30,"SILVER - CE","Smart money net position (% of OI)",-23.5
2018-01-30,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-41.9
2018-01-30,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-27.7
2018-01-30,"SOYBEANS - CBoT","Smart money net position (% of OI)",-5.2
2018-01-30,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-9.7
2018-01-30,"COCOA - ICE","Speculators net position (% of OI)",13.6
2018-01-30,"COFFEE C - ICE","Speculators net position (% of OI)",0.400000000000001
2018-01-30,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",30
2018-01-30,"CORN - CBoT","Speculators net position (% of OI)",14.9
2018-01-30,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",53.8
2018-01-30,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.1
2018-01-30,"FEEDER CATTLE - CME","Speculators net position (% of OI)",20
2018-01-30,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-8.3
2018-01-30,"GOLD - CE","Speculators net position (% of OI)",33.4
2018-01-30,"LEAN HOGS - CME","Speculators net position (% of OI)",42.8
2018-01-30,"LIVE CATTLE - CME","Speculators net position (% of OI)",50.8
2018-01-30,"MILK, Class III - CME","Speculators net position (% of OI)",11.5
2018-01-30,"NATURAL GAS - NYME","Speculators net position (% of OI)",4.1
2018-01-30,"PALLADIUM - NYME","Speculators net position (% of OI)",46.6
2018-01-30,"PLATINUM - NYME","Speculators net position (% of OI)",33.9
2018-01-30,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",42.1
2018-01-30,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-2.3
2018-01-30,"SILVER - CE","Speculators net position (% of OI)",23.5
2018-01-30,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",41.9
2018-01-30,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",27.7
2018-01-30,"SOYBEANS - CBoT","Speculators net position (% of OI)",5.1
2018-01-30,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",9.7
2018-02-06,"COCOA - ICE","Smart money net position (% of OI)",-15.8
2018-02-06,"COFFEE C - ICE","Smart money net position (% of OI)",0.699999999999999
2018-02-06,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-29.3
2018-02-06,"CORN - CBoT","Smart money net position (% of OI)",-16.1
2018-02-06,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-53.4
2018-02-06,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.1
2018-02-06,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-19.2
2018-02-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",9.6
2018-02-06,"GOLD - CE","Smart money net position (% of OI)",-32.8
2018-02-06,"LEAN HOGS - CME","Smart money net position (% of OI)",-39.1
2018-02-06,"LIVE CATTLE - CME","Smart money net position (% of OI)",-51.9
2018-02-06,"MILK, Class III - CME","Smart money net position (% of OI)",-11.3
2018-02-06,"NATURAL GAS - NYME","Smart money net position (% of OI)",-4.1
2018-02-06,"PALLADIUM - NYME","Smart money net position (% of OI)",-47.6
2018-02-06,"PLATINUM - NYME","Smart money net position (% of OI)",-34.1
2018-02-06,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-38.2
2018-02-06,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-0.899999999999999
2018-02-06,"SILVER - CE","Smart money net position (% of OI)",-18.1
2018-02-06,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-40.4
2018-02-06,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-29.4
2018-02-06,"SOYBEANS - CBoT","Smart money net position (% of OI)",-7.4
2018-02-06,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-10.9
2018-02-06,"COCOA - ICE","Speculators net position (% of OI)",15.8
2018-02-06,"COFFEE C - ICE","Speculators net position (% of OI)",-0.599999999999997
2018-02-06,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",29.3
2018-02-06,"CORN - CBoT","Speculators net position (% of OI)",16.2
2018-02-06,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",53.5
2018-02-06,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.2
2018-02-06,"FEEDER CATTLE - CME","Speculators net position (% of OI)",19.4
2018-02-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-9.6
2018-02-06,"GOLD - CE","Speculators net position (% of OI)",32.9
2018-02-06,"LEAN HOGS - CME","Speculators net position (% of OI)",39.1
2018-02-06,"LIVE CATTLE - CME","Speculators net position (% of OI)",51.9
2018-02-06,"MILK, Class III - CME","Speculators net position (% of OI)",11.3
2018-02-06,"NATURAL GAS - NYME","Speculators net position (% of OI)",4.1
2018-02-06,"PALLADIUM - NYME","Speculators net position (% of OI)",47.5
2018-02-06,"PLATINUM - NYME","Speculators net position (% of OI)",34.1
2018-02-06,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",38.1
2018-02-06,"ROUGH RICE - CBoT","Speculators net position (% of OI)",0.800000000000002
2018-02-06,"SILVER - CE","Speculators net position (% of OI)",18.2
2018-02-06,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",40.2
2018-02-06,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",29.4
2018-02-06,"SOYBEANS - CBoT","Speculators net position (% of OI)",7.3
2018-02-06,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",10.8
2018-02-13,"COCOA - ICE","Smart money net position (% of OI)",-16.2
2018-02-13,"COFFEE C - ICE","Smart money net position (% of OI)",-1.6
2018-02-13,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-29.7
2018-02-13,"CORN - CBoT","Smart money net position (% of OI)",-20.7
2018-02-13,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-57.3
2018-02-13,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3
2018-02-13,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-18.4
2018-02-13,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",7.9
2018-02-13,"GOLD - CE","Smart money net position (% of OI)",-33.5
2018-02-13,"LEAN HOGS - CME","Smart money net position (% of OI)",-34
2018-02-13,"LIVE CATTLE - CME","Smart money net position (% of OI)",-51.6
2018-02-13,"MILK, Class III - CME","Smart money net position (% of OI)",-9.5
2018-02-13,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.7
2018-02-13,"PALLADIUM - NYME","Smart money net position (% of OI)",-47.8
2018-02-13,"PLATINUM - NYME","Smart money net position (% of OI)",-36.2
2018-02-13,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-36.3
2018-02-13,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-1.1
2018-02-13,"SILVER - CE","Smart money net position (% of OI)",-19.2
2018-02-13,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-46.1
2018-02-13,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-28.2
2018-02-13,"SOYBEANS - CBoT","Smart money net position (% of OI)",-14.1
2018-02-13,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-12.9
2018-02-13,"COCOA - ICE","Speculators net position (% of OI)",16.1
2018-02-13,"COFFEE C - ICE","Speculators net position (% of OI)",1.6
2018-02-13,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",29.9
2018-02-13,"CORN - CBoT","Speculators net position (% of OI)",20.7
2018-02-13,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",57.3
2018-02-13,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",2.9
2018-02-13,"FEEDER CATTLE - CME","Speculators net position (% of OI)",18.4
2018-02-13,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-7.9
2018-02-13,"GOLD - CE","Speculators net position (% of OI)",33.5
2018-02-13,"LEAN HOGS - CME","Speculators net position (% of OI)",33.9
2018-02-13,"LIVE CATTLE - CME","Speculators net position (% of OI)",51.6
2018-02-13,"MILK, Class III - CME","Speculators net position (% of OI)",9.6
2018-02-13,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.7
2018-02-13,"PALLADIUM - NYME","Speculators net position (% of OI)",47.9
2018-02-13,"PLATINUM - NYME","Speculators net position (% of OI)",36.3
2018-02-13,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",36.3
2018-02-13,"ROUGH RICE - CBoT","Speculators net position (% of OI)",1.1
2018-02-13,"SILVER - CE","Speculators net position (% of OI)",19.2
2018-02-13,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",46
2018-02-13,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",28.3
2018-02-13,"SOYBEANS - CBoT","Speculators net position (% of OI)",14.1
2018-02-13,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",12.9
2018-02-20,"COCOA - ICE","Smart money net position (% of OI)",-19.3
2018-02-20,"COFFEE C - ICE","Smart money net position (% of OI)",0.100000000000001
2018-02-20,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-31.1
2018-02-20,"CORN - CBoT","Smart money net position (% of OI)",-21.6
2018-02-20,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-59.8
2018-02-20,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.1
2018-02-20,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-16.6
2018-02-20,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-1.1
2018-02-20,"GOLD - CE","Smart money net position (% of OI)",-33.3
2018-02-20,"LEAN HOGS - CME","Smart money net position (% of OI)",-32.8
2018-02-20,"LIVE CATTLE - CME","Smart money net position (% of OI)",-52.7
2018-02-20,"MILK, Class III - CME","Smart money net position (% of OI)",-11.6
2018-02-20,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.9
2018-02-20,"PALLADIUM - NYME","Smart money net position (% of OI)",-47.2
2018-02-20,"PLATINUM - NYME","Smart money net position (% of OI)",-38.7
2018-02-20,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-37.7
2018-02-20,"ROUGH RICE - CBoT","Smart money net position (% of OI)",4.6
2018-02-20,"SILVER - CE","Smart money net position (% of OI)",-18.6
2018-02-20,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-48.6
2018-02-20,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-27
2018-02-20,"SOYBEANS - CBoT","Smart money net position (% of OI)",-20.2
2018-02-20,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-14.3
2018-02-20,"COCOA - ICE","Speculators net position (% of OI)",19.4
2018-02-20,"COFFEE C - ICE","Speculators net position (% of OI)",-0.300000000000002
2018-02-20,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",31
2018-02-20,"CORN - CBoT","Speculators net position (% of OI)",21.6
2018-02-20,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",59.8
2018-02-20,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.1
2018-02-20,"FEEDER CATTLE - CME","Speculators net position (% of OI)",16.6
2018-02-20,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",1.1
2018-02-20,"GOLD - CE","Speculators net position (% of OI)",33.4
2018-02-20,"LEAN HOGS - CME","Speculators net position (% of OI)",32.8
2018-02-20,"LIVE CATTLE - CME","Speculators net position (% of OI)",52.7
2018-02-20,"MILK, Class III - CME","Speculators net position (% of OI)",11.6
2018-02-20,"NATURAL GAS - NYME","Speculators net position (% of OI)",2
2018-02-20,"PALLADIUM - NYME","Speculators net position (% of OI)",47.3
2018-02-20,"PLATINUM - NYME","Speculators net position (% of OI)",38.8
2018-02-20,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",37.7
2018-02-20,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-4.6
2018-02-20,"SILVER - CE","Speculators net position (% of OI)",18.6
2018-02-20,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",48.6
2018-02-20,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",27.1
2018-02-20,"SOYBEANS - CBoT","Speculators net position (% of OI)",20.3
2018-02-20,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",14.3
2018-02-27,"COCOA - ICE","Smart money net position (% of OI)",-21.6
2018-02-27,"COFFEE C - ICE","Smart money net position (% of OI)",-2.4
2018-02-27,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-28.4
2018-02-27,"CORN - CBoT","Smart money net position (% of OI)",-25.6
2018-02-27,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-63.1
2018-02-27,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.8
2018-02-27,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-14.6
2018-02-27,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",2.8
2018-02-27,"GOLD - CE","Smart money net position (% of OI)",-32.9
2018-02-27,"LEAN HOGS - CME","Smart money net position (% of OI)",-32.4
2018-02-27,"LIVE CATTLE - CME","Smart money net position (% of OI)",-51.8
2018-02-27,"MILK, Class III - CME","Smart money net position (% of OI)",-12.5
2018-02-27,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2.3
2018-02-27,"PALLADIUM - NYME","Smart money net position (% of OI)",-48.2
2018-02-27,"PLATINUM - NYME","Smart money net position (% of OI)",-39.5
2018-02-27,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-35.2
2018-02-27,"ROUGH RICE - CBoT","Smart money net position (% of OI)",10.1
2018-02-27,"SILVER - CE","Smart money net position (% of OI)",-18.8
2018-02-27,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-55.5
2018-02-27,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-32.6
2018-02-27,"SOYBEANS - CBoT","Smart money net position (% of OI)",-27.2
2018-02-27,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-13.1
2018-02-27,"COCOA - ICE","Speculators net position (% of OI)",21.7
2018-02-27,"COFFEE C - ICE","Speculators net position (% of OI)",2.5
2018-02-27,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",28.3
2018-02-27,"CORN - CBoT","Speculators net position (% of OI)",25.8
2018-02-27,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",63
2018-02-27,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.7
2018-02-27,"FEEDER CATTLE - CME","Speculators net position (% of OI)",14.5
2018-02-27,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-2.8
2018-02-27,"GOLD - CE","Speculators net position (% of OI)",32.9
2018-02-27,"LEAN HOGS - CME","Speculators net position (% of OI)",32.2
2018-02-27,"LIVE CATTLE - CME","Speculators net position (% of OI)",51.9
2018-02-27,"MILK, Class III - CME","Speculators net position (% of OI)",12.5
2018-02-27,"NATURAL GAS - NYME","Speculators net position (% of OI)",2.2
2018-02-27,"PALLADIUM - NYME","Speculators net position (% of OI)",48.3
2018-02-27,"PLATINUM - NYME","Speculators net position (% of OI)",39.5
2018-02-27,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",35.2
2018-02-27,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-10.1
2018-02-27,"SILVER - CE","Speculators net position (% of OI)",18.8
2018-02-27,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",55.4
2018-02-27,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",32.7
2018-02-27,"SOYBEANS - CBoT","Speculators net position (% of OI)",27.3
2018-02-27,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",12.9
2018-03-06,"COCOA - ICE","Smart money net position (% of OI)",-22.6
2018-03-06,"COFFEE C - ICE","Smart money net position (% of OI)",-3.7
2018-03-06,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-29.3
2018-03-06,"CORN - CBoT","Smart money net position (% of OI)",-30.1
2018-03-06,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-65.6
2018-03-06,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.7
2018-03-06,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-13.6
2018-03-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",2.7
2018-03-06,"GOLD - CE","Smart money net position (% of OI)",-34.2
2018-03-06,"LEAN HOGS - CME","Smart money net position (% of OI)",-31.2
2018-03-06,"LIVE CATTLE - CME","Smart money net position (% of OI)",-50.7
2018-03-06,"MILK, Class III - CME","Smart money net position (% of OI)",-15.5
2018-03-06,"NATURAL GAS - NYME","Smart money net position (% of OI)",-2
2018-03-06,"PALLADIUM - NYME","Smart money net position (% of OI)",-48.7
2018-03-06,"PLATINUM - NYME","Smart money net position (% of OI)",-38.2
2018-03-06,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-37.7
2018-03-06,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-4
2018-03-06,"SILVER - CE","Smart money net position (% of OI)",-19.1
2018-03-06,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-55.6
2018-03-06,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-33.7
2018-03-06,"SOYBEANS - CBoT","Smart money net position (% of OI)",-31.3
2018-03-06,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-15.4
2018-03-06,"COCOA - ICE","Speculators net position (% of OI)",22.7
2018-03-06,"COFFEE C - ICE","Speculators net position (% of OI)",3.6
2018-03-06,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",29.4
2018-03-06,"CORN - CBoT","Speculators net position (% of OI)",30
2018-03-06,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",65.4
2018-03-06,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.7
2018-03-06,"FEEDER CATTLE - CME","Speculators net position (% of OI)",13.7
2018-03-06,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-2.7
2018-03-06,"GOLD - CE","Speculators net position (% of OI)",34.1
2018-03-06,"LEAN HOGS - CME","Speculators net position (% of OI)",31.3
2018-03-06,"LIVE CATTLE - CME","Speculators net position (% of OI)",50.6
2018-03-06,"MILK, Class III - CME","Speculators net position (% of OI)",15.7
2018-03-06,"NATURAL GAS - NYME","Speculators net position (% of OI)",2
2018-03-06,"PALLADIUM - NYME","Speculators net position (% of OI)",48.7
2018-03-06,"PLATINUM - NYME","Speculators net position (% of OI)",38.3
2018-03-06,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",37.7
2018-03-06,"ROUGH RICE - CBoT","Speculators net position (% of OI)",4
2018-03-06,"SILVER - CE","Speculators net position (% of OI)",19.1
2018-03-06,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",55.5
2018-03-06,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",33.7
2018-03-06,"SOYBEANS - CBoT","Speculators net position (% of OI)",31.3
2018-03-06,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",15.5
2018-03-13,"COCOA - ICE","Smart money net position (% of OI)",-23
2018-03-13,"COFFEE C - ICE","Smart money net position (% of OI)",-3.6
2018-03-13,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-27
2018-03-13,"CORN - CBoT","Smart money net position (% of OI)",-32
2018-03-13,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-67.1
2018-03-13,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.5
2018-03-13,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-12.1
2018-03-13,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",2.9
2018-03-13,"GOLD - CE","Smart money net position (% of OI)",-32.3
2018-03-13,"LEAN HOGS - CME","Smart money net position (% of OI)",-28
2018-03-13,"LIVE CATTLE - CME","Smart money net position (% of OI)",-49.5
2018-03-13,"MILK, Class III - CME","Smart money net position (% of OI)",-15.8
2018-03-13,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.6
2018-03-13,"PALLADIUM - NYME","Smart money net position (% of OI)",-46.6
2018-03-13,"PLATINUM - NYME","Smart money net position (% of OI)",-37
2018-03-13,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-37.4
2018-03-13,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-2.4
2018-03-13,"SILVER - CE","Smart money net position (% of OI)",-17.6
2018-03-13,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-54.3
2018-03-13,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-29.7
2018-03-13,"SOYBEANS - CBoT","Smart money net position (% of OI)",-31.3
2018-03-13,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-10.7
2018-03-13,"COCOA - ICE","Speculators net position (% of OI)",23
2018-03-13,"COFFEE C - ICE","Speculators net position (% of OI)",3.6
2018-03-13,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",26.9
2018-03-13,"CORN - CBoT","Speculators net position (% of OI)",32
2018-03-13,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",67.2
2018-03-13,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.5
2018-03-13,"FEEDER CATTLE - CME","Speculators net position (% of OI)",12.2
2018-03-13,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-2.9
2018-03-13,"GOLD - CE","Speculators net position (% of OI)",32.2
2018-03-13,"LEAN HOGS - CME","Speculators net position (% of OI)",28
2018-03-13,"LIVE CATTLE - CME","Speculators net position (% of OI)",49.4
2018-03-13,"MILK, Class III - CME","Speculators net position (% of OI)",15.7
2018-03-13,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.7
2018-03-13,"PALLADIUM - NYME","Speculators net position (% of OI)",46.5
2018-03-13,"PLATINUM - NYME","Speculators net position (% of OI)",37.1
2018-03-13,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",37.6
2018-03-13,"ROUGH RICE - CBoT","Speculators net position (% of OI)",2.3
2018-03-13,"SILVER - CE","Speculators net position (% of OI)",17.7
2018-03-13,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",54.3
2018-03-13,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",29.6
2018-03-13,"SOYBEANS - CBoT","Speculators net position (% of OI)",31.2
2018-03-13,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",10.6
2018-03-20,"COCOA - ICE","Smart money net position (% of OI)",-22.5
2018-03-20,"COFFEE C - ICE","Smart money net position (% of OI)",-2.4
2018-03-20,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-24.6
2018-03-20,"CORN - CBoT","Smart money net position (% of OI)",-29.3
2018-03-20,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-63
2018-03-20,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-4
2018-03-20,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-11.1
2018-03-20,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",2.3
2018-03-20,"GOLD - CE","Smart money net position (% of OI)",-28.7
2018-03-20,"LEAN HOGS - CME","Smart money net position (% of OI)",-26.5
2018-03-20,"LIVE CATTLE - CME","Smart money net position (% of OI)",-46.1
2018-03-20,"MILK, Class III - CME","Smart money net position (% of OI)",-18.3
2018-03-20,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.2
2018-03-20,"PALLADIUM - NYME","Smart money net position (% of OI)",-44.4
2018-03-20,"PLATINUM - NYME","Smart money net position (% of OI)",-33.8
2018-03-20,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-35
2018-03-20,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-3.2
2018-03-20,"SILVER - CE","Smart money net position (% of OI)",-11.6
2018-03-20,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-52
2018-03-20,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-28.2
2018-03-20,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30
2018-03-20,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-9.9
2018-03-20,"COCOA - ICE","Speculators net position (% of OI)",22.4
2018-03-20,"COFFEE C - ICE","Speculators net position (% of OI)",2.3
2018-03-20,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",24.6
2018-03-20,"CORN - CBoT","Speculators net position (% of OI)",29.4
2018-03-20,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",62.9
2018-03-20,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",4.1
2018-03-20,"FEEDER CATTLE - CME","Speculators net position (% of OI)",11.1
2018-03-20,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-2.4
2018-03-20,"GOLD - CE","Speculators net position (% of OI)",28.7
2018-03-20,"LEAN HOGS - CME","Speculators net position (% of OI)",26.4
2018-03-20,"LIVE CATTLE - CME","Speculators net position (% of OI)",46
2018-03-20,"MILK, Class III - CME","Speculators net position (% of OI)",18.2
2018-03-20,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.2
2018-03-20,"PALLADIUM - NYME","Speculators net position (% of OI)",44.5
2018-03-20,"PLATINUM - NYME","Speculators net position (% of OI)",33.6
2018-03-20,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",34.9
2018-03-20,"ROUGH RICE - CBoT","Speculators net position (% of OI)",3.1
2018-03-20,"SILVER - CE","Speculators net position (% of OI)",11.5
2018-03-20,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",52
2018-03-20,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",28.1
2018-03-20,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.1
2018-03-20,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",10
2018-03-27,"COCOA - ICE","Smart money net position (% of OI)",-22.5
2018-03-27,"COFFEE C - ICE","Smart money net position (% of OI)",-2.9
