"date","Item","Element","Value"
2016-09-27,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14.4
2016-09-27,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-6.3
2016-09-27,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-58.4
2016-09-27,"GOLD - CE","Smart money net position (% of OI)",-25.6
2016-09-27,"LEAN HOGS - CME","Smart money net position (% of OI)",-26.8
2016-09-27,"LIVE CATTLE - CME","Smart money net position (% of OI)",-23.9
2016-09-27,"MILK, Class III - CME","Smart money net position (% of OI)",-14.7
2016-09-27,"NATURAL GAS - NYME","Smart money net position (% of OI)",-5.3
2016-09-27,"PALLADIUM - NYME","Smart money net position (% of OI)",-38.8
2016-09-27,"PLATINUM - NYME","Smart money net position (% of OI)",-40.1
2016-09-27,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-25.8
2016-09-27,"ROUGH RICE - CBoT","Smart money net position (% of OI)",28.5
2016-09-27,"SILVER - CE","Smart money net position (% of OI)",-31.3
2016-09-27,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-33.8
2016-09-27,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-51.9
2016-09-27,"SOYBEANS - CBoT","Smart money net position (% of OI)",-21.3
2016-09-27,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-55.9
2016-09-27,"COCOA - ICE","Speculators net position (% of OI)",16.1
2016-09-27,"COFFEE C - ICE","Speculators net position (% of OI)",45.4
2016-09-27,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",18.7
2016-09-27,"CORN - CBoT","Speculators net position (% of OI)",11.1
2016-09-27,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",60
2016-09-27,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14.5
2016-09-27,"FEEDER CATTLE - CME","Speculators net position (% of OI)",6.3
2016-09-27,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",58.3
2016-09-27,"GOLD - CE","Speculators net position (% of OI)",25.7
2016-09-27,"LEAN HOGS - CME","Speculators net position (% of OI)",26.8
2016-09-27,"LIVE CATTLE - CME","Speculators net position (% of OI)",23.9
2016-09-27,"MILK, Class III - CME","Speculators net position (% of OI)",14.8
2016-09-27,"NATURAL GAS - NYME","Speculators net position (% of OI)",5.4
2016-09-27,"PALLADIUM - NYME","Speculators net position (% of OI)",38.6
2016-09-27,"PLATINUM - NYME","Speculators net position (% of OI)",40.1
2016-09-27,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",25.8
2016-09-27,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-28.5
2016-09-27,"SILVER - CE","Speculators net position (% of OI)",31.2
2016-09-27,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",33.8
2016-09-27,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",51.9
2016-09-27,"SOYBEANS - CBoT","Speculators net position (% of OI)",21.2
2016-09-27,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",55.9
2016-10-04,"COCOA - ICE","Smart money net position (% of OI)",-15.3
2016-10-04,"COFFEE C - ICE","Smart money net position (% of OI)",-42.9
2016-10-04,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-21.4
2016-10-04,"CORN - CBoT","Smart money net position (% of OI)",-14
2016-10-04,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-57.8
2016-10-04,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14.8
2016-10-04,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-6.5
2016-10-04,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-58.8
2016-10-04,"GOLD - CE","Smart money net position (% of OI)",-23.4
2016-10-04,"LEAN HOGS - CME","Smart money net position (% of OI)",-24.8
2016-10-04,"LIVE CATTLE - CME","Smart money net position (% of OI)",-24.7
2016-10-04,"MILK, Class III - CME","Smart money net position (% of OI)",-15.2
2016-10-04,"NATURAL GAS - NYME","Smart money net position (% of OI)",-3.9
2016-10-04,"PALLADIUM - NYME","Smart money net position (% of OI)",-38.2
2016-10-04,"PLATINUM - NYME","Smart money net position (% of OI)",-38.2
2016-10-04,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-33.6
2016-10-04,"ROUGH RICE - CBoT","Smart money net position (% of OI)",27
2016-10-04,"SILVER - CE","Smart money net position (% of OI)",-27.5
2016-10-04,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-35.5
2016-10-04,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-50.7
2016-10-04,"SOYBEANS - CBoT","Smart money net position (% of OI)",-23.5
2016-10-04,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-57.2
2016-10-04,"COCOA - ICE","Speculators net position (% of OI)",15.4
2016-10-04,"COFFEE C - ICE","Speculators net position (% of OI)",42.9
2016-10-04,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",21.2
2016-10-04,"CORN - CBoT","Speculators net position (% of OI)",13.9
2016-10-04,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",57.9
2016-10-04,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14.9
2016-10-04,"FEEDER CATTLE - CME","Speculators net position (% of OI)",6.7
2016-10-04,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",58.9
2016-10-04,"GOLD - CE","Speculators net position (% of OI)",23.5
2016-10-04,"LEAN HOGS - CME","Speculators net position (% of OI)",24.8
2016-10-04,"LIVE CATTLE - CME","Speculators net position (% of OI)",24.8
2016-10-04,"MILK, Class III - CME","Speculators net position (% of OI)",15.1
2016-10-04,"NATURAL GAS - NYME","Speculators net position (% of OI)",3.9
2016-10-04,"PALLADIUM - NYME","Speculators net position (% of OI)",38.2
2016-10-04,"PLATINUM - NYME","Speculators net position (% of OI)",38.2
2016-10-04,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",33.7
2016-10-04,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-27
2016-10-04,"SILVER - CE","Speculators net position (% of OI)",27.7
2016-10-04,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",35.3
2016-10-04,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",50.6
2016-10-04,"SOYBEANS - CBoT","Speculators net position (% of OI)",23.5
2016-10-04,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",57.2
2016-10-11,"COCOA - ICE","Smart money net position (% of OI)",-12.7
2016-10-11,"COFFEE C - ICE","Smart money net position (% of OI)",-42.3
2016-10-11,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-21.3
2016-10-11,"CORN - CBoT","Smart money net position (% of OI)",-15.5
2016-10-11,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-55.8
2016-10-11,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-15.9
2016-10-11,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-7
2016-10-11,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-56.8
2016-10-11,"GOLD - CE","Smart money net position (% of OI)",-22.9
2016-10-11,"LEAN HOGS - CME","Smart money net position (% of OI)",-21.5
2016-10-11,"LIVE CATTLE - CME","Smart money net position (% of OI)",-24.2
2016-10-11,"MILK, Class III - CME","Smart money net position (% of OI)",-13.3
2016-10-11,"NATURAL GAS - NYME","Smart money net position (% of OI)",-4
2016-10-11,"PALLADIUM - NYME","Smart money net position (% of OI)",-40.5
2016-10-11,"PLATINUM - NYME","Smart money net position (% of OI)",-34
2016-10-11,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-39.6
2016-10-11,"ROUGH RICE - CBoT","Smart money net position (% of OI)",25
2016-10-11,"SILVER - CE","Smart money net position (% of OI)",-26.8
2016-10-11,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-30.7
2016-10-11,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-48
2016-10-11,"SOYBEANS - CBoT","Smart money net position (% of OI)",-25.6
2016-10-11,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-55.4
2016-10-11,"COCOA - ICE","Speculators net position (% of OI)",12.8
2016-10-11,"COFFEE C - ICE","Speculators net position (% of OI)",42.3
2016-10-11,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",21.2
2016-10-11,"CORN - CBoT","Speculators net position (% of OI)",15.5
2016-10-11,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",55.8
2016-10-11,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",15.9
2016-10-11,"FEEDER CATTLE - CME","Speculators net position (% of OI)",7.1
2016-10-11,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",56.8
2016-10-11,"GOLD - CE","Speculators net position (% of OI)",23
2016-10-11,"LEAN HOGS - CME","Speculators net position (% of OI)",21.6
2016-10-11,"LIVE CATTLE - CME","Speculators net position (% of OI)",24.3
2016-10-11,"MILK, Class III - CME","Speculators net position (% of OI)",13.1
2016-10-11,"NATURAL GAS - NYME","Speculators net position (% of OI)",3.9
2016-10-11,"PALLADIUM - NYME","Speculators net position (% of OI)",40.5
2016-10-11,"PLATINUM - NYME","Speculators net position (% of OI)",33.9
2016-10-11,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",39.6
2016-10-11,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-25
2016-10-11,"SILVER - CE","Speculators net position (% of OI)",26.8
2016-10-11,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",30.7
2016-10-11,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",48.1
2016-10-11,"SOYBEANS - CBoT","Speculators net position (% of OI)",25.7
2016-10-11,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",55.5
2016-10-18,"COCOA - ICE","Smart money net position (% of OI)",-15.6
2016-10-18,"COFFEE C - ICE","Smart money net position (% of OI)",-44.5
2016-10-18,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-14.4
2016-10-18,"CORN - CBoT","Smart money net position (% of OI)",-18.9
2016-10-18,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-58.1
2016-10-18,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-16.3
2016-10-18,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-8.5
2016-10-18,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-51.8
2016-10-18,"GOLD - CE","Smart money net position (% of OI)",-21.4
2016-10-18,"LEAN HOGS - CME","Smart money net position (% of OI)",-20.5
2016-10-18,"LIVE CATTLE - CME","Smart money net position (% of OI)",-22.5
2016-10-18,"MILK, Class III - CME","Smart money net position (% of OI)",-11.3
2016-10-18,"NATURAL GAS - NYME","Smart money net position (% of OI)",-6.1
2016-10-18,"PALLADIUM - NYME","Smart money net position (% of OI)",-40.2
2016-10-18,"PLATINUM - NYME","Smart money net position (% of OI)",-31
2016-10-18,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-39.4
2016-10-18,"ROUGH RICE - CBoT","Smart money net position (% of OI)",25
2016-10-18,"SILVER - CE","Smart money net position (% of OI)",-25.8
2016-10-18,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-29.2
2016-10-18,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-49.8
2016-10-18,"SOYBEANS - CBoT","Smart money net position (% of OI)",-27.1
2016-10-18,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-53.8
2016-10-18,"COCOA - ICE","Speculators net position (% of OI)",15.7
2016-10-18,"COFFEE C - ICE","Speculators net position (% of OI)",44.4
2016-10-18,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",14.5
2016-10-18,"CORN - CBoT","Speculators net position (% of OI)",19
2016-10-18,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",57.9
2016-10-18,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",16.2
2016-10-18,"FEEDER CATTLE - CME","Speculators net position (% of OI)",8.5
2016-10-18,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",51.8
2016-10-18,"GOLD - CE","Speculators net position (% of OI)",21.4
2016-10-18,"LEAN HOGS - CME","Speculators net position (% of OI)",20.5
2016-10-18,"LIVE CATTLE - CME","Speculators net position (% of OI)",22.5
2016-10-18,"MILK, Class III - CME","Speculators net position (% of OI)",11.4
2016-10-18,"NATURAL GAS - NYME","Speculators net position (% of OI)",6
2016-10-18,"PALLADIUM - NYME","Speculators net position (% of OI)",40.1
2016-10-18,"PLATINUM - NYME","Speculators net position (% of OI)",30.9
2016-10-18,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",39.5
2016-10-18,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-25.1
2016-10-18,"SILVER - CE","Speculators net position (% of OI)",26
2016-10-18,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",29.2
2016-10-18,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",49.8
2016-10-18,"SOYBEANS - CBoT","Speculators net position (% of OI)",27.1
2016-10-18,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",53.9
2016-10-25,"COCOA - ICE","Smart money net position (% of OI)",-15.8
2016-10-25,"COFFEE C - ICE","Smart money net position (% of OI)",-47.1
2016-10-25,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-12.6
2016-10-25,"CORN - CBoT","Smart money net position (% of OI)",-19.4
2016-10-25,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-54.8
2016-10-25,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-16
2016-10-25,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-6.9
2016-10-25,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-52.7
2016-10-25,"GOLD - CE","Smart money net position (% of OI)",-21.9
2016-10-25,"LEAN HOGS - CME","Smart money net position (% of OI)",-18.7
2016-10-25,"LIVE CATTLE - CME","Smart money net position (% of OI)",-22.8
2016-10-25,"MILK, Class III - CME","Smart money net position (% of OI)",-11.8
2016-10-25,"NATURAL GAS - NYME","Smart money net position (% of OI)",-7.1
2016-10-25,"PALLADIUM - NYME","Smart money net position (% of OI)",-39.4
2016-10-25,"PLATINUM - NYME","Smart money net position (% of OI)",-29.7
2016-10-25,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-34.3
2016-10-25,"ROUGH RICE - CBoT","Smart money net position (% of OI)",26.6
2016-10-25,"SILVER - CE","Smart money net position (% of OI)",-24.2
2016-10-25,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-30.5
2016-10-25,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-52.4
2016-10-25,"SOYBEANS - CBoT","Smart money net position (% of OI)",-31.1
2016-10-25,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-50.7
2016-10-25,"COCOA - ICE","Speculators net position (% of OI)",15.8
2016-10-25,"COFFEE C - ICE","Speculators net position (% of OI)",46.8
2016-10-25,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",12.7
2016-10-25,"CORN - CBoT","Speculators net position (% of OI)",19.4
2016-10-25,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",54.8
2016-10-25,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",16.1
2016-10-25,"FEEDER CATTLE - CME","Speculators net position (% of OI)",6.9
2016-10-25,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",52.7
2016-10-25,"GOLD - CE","Speculators net position (% of OI)",22
2016-10-25,"LEAN HOGS - CME","Speculators net position (% of OI)",18.6
2016-10-25,"LIVE CATTLE - CME","Speculators net position (% of OI)",22.8
2016-10-25,"MILK, Class III - CME","Speculators net position (% of OI)",11.7
2016-10-25,"NATURAL GAS - NYME","Speculators net position (% of OI)",7.2
2016-10-25,"PALLADIUM - NYME","Speculators net position (% of OI)",39.3
2016-10-25,"PLATINUM - NYME","Speculators net position (% of OI)",29.8
2016-10-25,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",34.4
2016-10-25,"ROUGH RICE - CBoT","Speculators net position (% of OI)",-26.6
2016-10-25,"SILVER - CE","Speculators net position (% of OI)",24.2
2016-10-25,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",30.4
2016-10-25,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",52.3
2016-10-25,"SOYBEANS - CBoT","Speculators net position (% of OI)",31
2016-10-25,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",50.7
2016-11-01,"COCOA - ICE","Smart money net position (% of OI)",-16.6
2016-11-01,"COFFEE C - ICE","Smart money net position (% of OI)",-46.6
2016-11-01,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-22.6
2016-11-01,"CORN - CBoT","Smart money net position (% of OI)",-20.9
2016-11-01,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-54.8
2016-11-01,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-14.3
2016-11-01,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-6.1
2016-11-01,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-53.5
2016-11-01,"GOLD - CE","Smart money net position (% of OI)",-24.2
2016-11-01,"LEAN HOGS - CME","Smart money net position (% of OI)",-21.3
2016-11-01,"LIVE CATTLE - CME","Smart money net position (% of OI)",-24.7
2016-11-01,"MILK, Class III - CME","Smart money net position (% of OI)",-11.2
2016-11-01,"NATURAL GAS - NYME","Smart money net position (% of OI)",-5.1
2016-11-01,"PALLADIUM - NYME","Smart money net position (% of OI)",-34.5
2016-11-01,"PLATINUM - NYME","Smart money net position (% of OI)",-30.6
2016-11-01,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-15.5
2016-11-01,"ROUGH RICE - CBoT","Smart money net position (% of OI)",27.5
2016-11-01,"SILVER - CE","Smart money net position (% of OI)",-25.4
2016-11-01,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-35.3
2016-11-01,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-54.5
2016-11-01,"SOYBEANS - CBoT","Smart money net position (% of OI)",-34.9
2016-11-01,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-47.3
2016-11-01,"COCOA - ICE","Speculators net position (% of OI)",16.7
2016-11-01,"COFFEE C - ICE","Speculators net position (% of OI)",46.6
2016-11-01,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",22.6
2016-11-01,"CORN - CBoT","Speculators net position (% of OI)",20.9
2016-11-01,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",54.7
2016-11-01,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",14.3
2016-11-01,"FEEDER CATTLE - CME","Speculators net position (% of OI)",6.2
